User_ID,Account_Balance,Previous_Fraudulent_Activity
USER_5385,8305.36,0
USER_5386,36219.2,0
USER_5387,42052.98,0
USER_5388,71691.41,0
USER_5389,61105.51,0
USER_5390,85638.7,1
USER_5391,65158.05,0
USER_5392,40194.13,0
USER_5393,30526.51,0
USER_5394,6982.72,1
USER_5395,1961.08,0
USER_5396,82141.47,1
USER_5397,68111.57,1
USER_5398,45395.62,0
USER_5399,55351.17,1
USER_5400,89420.24,1
USER_5401,43057.1,0
USER_5402,86355.33,1
USER_5403,94666.51,1
USER_5404,30881.17,0
USER_5405,88462.3,0
USER_5406,43378.34,0
USER_5407,64219.6,1
USER_5408,71766.14,0
USER_5409,86378.9,1
USER_5410,24154.96,0
USER_5411,61367.71,0
USER_5412,8483.56,1
USER_5413,31306.83,1
USER_5414,64664.61,0
USER_5415,71229.62,0
USER_5416,3954.77,0
USER_5417,65930.36,1
USER_5418,36787.47,1
USER_5419,14700.4,1
USER_5420,98927.87,0
USER_5421,99155.54,0
USER_5422,47774.29,1
USER_5423,86073.48,1
USER_5424,4418.83,0
USER_5425,54107.31,1
USER_5426,46093.82,0
USER_5427,39884.79,1
USER_5428,14984.2,1
USER_5429,9355.49,0
USER_5430,31211.5,0
USER_5431,57715.59,1
USER_5432,29178.23,0
USER_5433,46640.79,0
USER_5434,36385.87,0
USER_5435,76865.38,0
USER_5436,94135.36,1
USER_5437,6542.92,0
USER_5438,18090.58,1
USER_5439,68633.52,0
USER_5440,54278.41,0
USER_5441,22099.41,1
USER_5442,31584.97,1
USER_5443,27648.16,1
USER_5444,91497.92,0
USER_5445,76955.55,1
USER_5446,89587.77,0
USER_5447,41683.26,0
USER_5448,26029.36,0
USER_5449,26892.89,0
USER_5450,18497.31,1
USER_5451,79236.18,0
USER_5452,93834.03,0
USER_5453,6391.07,0
USER_5454,87192.6,1
USER_5455,32662.51,0
USER_5456,59205.57,0
USER_5457,10125.6,1
USER_5458,52671.38,1
USER_5459,40494.02,0
USER_5460,75312.38,0
USER_5461,51951.53,0
USER_5462,20188.87,0
USER_5463,24811.96,1
USER_5464,42254.31,0
USER_5465,89701.1,0
USER_5466,27112.72,1
USER_5467,80510.53,0
USER_5468,23530.98,1
USER_5469,25829.42,0
USER_5470,97024.45,1
USER_5471,74307.91,0
USER_5472,55292.74,0
USER_5473,31588.48,0
USER_5474,34699.71,1
USER_5475,35015.21,0
USER_5476,25619.95,1
USER_5477,61595.5,1
USER_5478,74434.2,0
USER_5479,97230.83,1
USER_5480,80479.9,0
USER_5481,14414.14,0
USER_5482,45534.56,1
USER_5483,86717.93,0
USER_5484,32006.23,0
USER_5485,75937.09,1
USER_5486,34790.86,0
USER_5487,63206.09,0
USER_5488,37783.48,1
USER_5489,49790.65,1
USER_5490,33288.86,1
USER_5491,81661.96,1
USER_5492,39843.55,1
USER_5493,19965.45,1
USER_5494,76450.14,1
USER_5495,19364.02,0
USER_5496,99445.13,0
USER_5497,98951.44,1
USER_5498,95985.82,0
USER_5499,1167.54,0
USER_5500,48733.12,0
USER_5501,20804.16,1
USER_5502,11259.15,1
USER_5503,67734.86,0
USER_5504,77483.14,0
USER_5505,76784.81,0
USER_5506,76695.38,1
USER_5507,5358.68,1
USER_5508,47276.09,0
USER_5509,47070.57,0
USER_5510,18940.34,0
USER_5511,75569.45,0
USER_5512,77496.4,1
USER_5513,84971.54,0
USER_5514,70622.92,0
USER_5515,26463.54,1
USER_5516,84195.14,1
USER_5517,15278.42,1
USER_5518,73296.02,0
USER_5519,49629.65,0
USER_5520,25252.35,1
USER_5521,60862.43,0
USER_5522,29157.12,1
USER_5523,76016.91,1
USER_5524,95269.36,0
USER_5525,67349.8,0
USER_5526,35978.66,1
USER_5527,14452.23,0
USER_5528,15107.89,0
USER_5529,93110.73,0
USER_5530,67050.7,1
USER_5531,5854.72,1
USER_5532,62726.81,0
USER_5533,21439.19,1
USER_5534,24142.77,0
USER_5535,31160.92,0
USER_5536,97541.12,1
USER_5537,7927.09,0
USER_5538,99498.06,0
USER_5539,72888.85,1
USER_5540,44843.66,0
USER_5541,73399.78,0
USER_5542,78452.98,0
USER_5543,21370.36,1
USER_5544,26043.13,1
USER_5545,86573.82,1
USER_5546,48986.85,0
USER_5547,6751.25,1
USER_5548,93628.01,1
USER_5549,59858.92,0
USER_5550,17462.19,0
USER_5551,77819.78,1
USER_5552,19689.72,1
USER_5553,34934.37,0
USER_5554,60383.16,1
USER_5555,15821.79,0
USER_5556,49553.8,0
USER_5557,86467.34,1
USER_5558,51003.11,1
USER_5559,35210.03,0
USER_5560,92314.48,1
USER_5561,67120.64,0
USER_5562,33889.72,1
USER_5563,55081.48,0
USER_5564,56254.92,1
USER_5565,17208.82,1
USER_5566,11950.54,0
USER_5567,94992.37,1
USER_5568,31861.65,1
USER_5569,898.89,1
USER_5570,16420.42,1
USER_5571,27281.83,0
USER_5572,68456.22,0
USER_5573,65200.57,0
USER_5574,20797.7,1
USER_5575,28540.81,1
USER_5576,19605.64,0
USER_5577,77515.97,0
USER_5578,74931.9,0
USER_5579,54388.68,0
USER_5580,76229.74,0
USER_5581,55825.56,1
USER_5582,73040.04,1
USER_5583,21359.8,1
USER_5584,29212.36,1
USER_5585,80667.84,0
USER_5586,29671.66,1
USER_5587,28340.43,1
USER_5588,11885.78,1
USER_5589,57562.25,1
USER_5590,94346.54,0
USER_5591,78421.69,0
USER_5592,16053.41,0
USER_5593,46728.45,0
USER_5594,97677.22,1
USER_5595,59085.16,0
USER_5596,69274.24,0
USER_5597,97670.49,0
USER_5598,74269.34,0
USER_5599,5071.5,0
USER_5600,7096.77,1
USER_5601,29815.37,0
USER_5602,44238.36,0
USER_5603,15510.9,1
USER_5604,11896.0,1
USER_5605,74585.61,0
USER_5606,67061.4,0
USER_5607,24370.12,0
USER_5608,8102.84,0
USER_5609,5417.07,0
USER_5610,76846.47,0
USER_5611,87969.3,0
USER_5612,55977.99,1
USER_5613,66805.4,0
USER_5614,18455.63,0
USER_5615,14302.36,1
USER_5616,83531.12,0
USER_5617,6578.98,0
USER_5618,75264.34,1
USER_5619,12029.23,0
USER_5620,44535.15,1
USER_5621,26581.43,1
USER_5622,83091.0,0
USER_5623,61929.91,0
USER_5624,27288.85,1
USER_5625,90889.57,0
USER_5626,89251.77,1
USER_5627,9041.88,0
USER_5628,5485.14,0
USER_5629,37664.05,0
USER_5630,60471.67,1
USER_5631,92732.46,0
USER_5632,6044.2,1
USER_5633,76017.42,0
USER_5634,6866.45,1
USER_5635,88511.29,1
USER_5636,30736.75,1
USER_5637,68254.42,1
USER_5638,43845.86,1
USER_5639,9386.86,0
USER_5640,14332.67,0
USER_5641,89862.2,0
USER_5642,44547.92,1
USER_5643,7486.16,0
USER_5644,66722.43,0
USER_5645,63464.49,1
USER_5646,73710.26,1
USER_5647,22926.0,0
USER_5648,63541.45,0
USER_5649,26182.64,1
USER_5650,90847.65,1
USER_5651,87832.26,1
USER_5652,79058.83,1
USER_5653,24282.75,1
USER_5654,4781.04,0
USER_5655,85212.2,0
USER_5656,31508.78,0
USER_5657,39186.9,0
USER_5658,78585.23,0
USER_5659,71765.92,0
USER_5660,84386.31,0
USER_5661,53742.38,1
USER_5662,79660.15,0
USER_5663,47113.22,0
USER_5664,48233.72,1
USER_5665,43314.46,0
USER_5666,91807.82,1
USER_5667,26183.91,0
USER_5668,23455.91,1
USER_5669,25212.41,0
USER_5670,77506.61,0
USER_5671,89955.54,0
USER_5672,14903.41,0
USER_5673,70692.65,0
USER_5674,53702.65,1
USER_5675,89862.15,1
USER_5676,946.0,1
USER_5677,22044.79,0
USER_5678,66442.39,0
USER_5679,66362.4,0
USER_5680,89185.24,0
USER_5681,69262.57,1
USER_5682,82536.21,0
USER_5683,13568.09,1
USER_5684,14823.19,1
USER_5685,38172.41,0
USER_5686,68269.25,1
USER_5687,12456.27,0
USER_5688,29454.17,0
USER_5689,29685.42,0
USER_5690,24569.23,0
USER_5691,97201.2,0
USER_5692,20706.99,0
USER_5693,38255.06,1
USER_5694,91703.15,0
USER_5695,42328.96,0
USER_5696,6852.46,0
USER_5697,82770.38,1
USER_5698,9032.5,0
USER_5699,92533.61,1
USER_5700,4170.59,0
USER_5701,11702.08,1
USER_5702,2353.04,1
USER_5703,93582.67,1
USER_5704,74203.88,0
USER_5705,75076.73,1
USER_5706,10267.66,0
USER_5707,54630.38,0
USER_5708,8874.07,1
USER_5709,72589.56,1
USER_5710,16179.86,1
USER_5711,34873.43,1
USER_5712,57885.75,0
USER_5713,46645.61,1
USER_5714,21314.18,0
USER_5715,27240.95,1
USER_5716,17100.29,1
USER_5717,63675.37,1
USER_5718,45695.18,0
USER_5719,74280.08,1
USER_5720,80822.46,1
USER_5721,63697.63,0
USER_5722,14929.67,1
USER_5723,57911.07,1
USER_5724,59443.4,0
USER_5725,98370.11,1
USER_5726,5076.63,1
USER_5727,75267.88,0
USER_5728,97113.34,1
USER_5729,29868.53,1
USER_5730,98126.81,0
USER_5731,70004.55,0
USER_5732,1282.66,1
USER_5733,61013.18,0
USER_5734,16249.34,1
USER_5735,81011.14,1
USER_5736,54753.24,1
USER_5737,50467.73,0
USER_5738,23964.86,0
USER_5739,54238.54,0
USER_5740,64633.28,0
USER_5741,79874.16,1
USER_5742,45103.8,0
USER_5743,84287.55,1
USER_5744,29400.34,1
USER_5745,26255.7,0
USER_5746,92930.6,0
USER_5747,23376.55,1
USER_5748,31783.73,0
USER_5749,79371.25,0
USER_5750,55200.68,0
USER_5751,22265.35,0
USER_5752,19462.45,0
USER_5753,18228.46,1
USER_5754,19859.29,0
USER_5755,96470.42,0
USER_5756,65763.48,1
USER_5757,99274.06,1
USER_5758,23869.67,0
USER_5759,39837.95,0
USER_5760,90538.28,0
USER_5761,1408.63,1
USER_5762,54209.92,0
USER_5763,19768.61,1
USER_5764,62621.66,0
USER_5765,62968.43,1
USER_5766,2949.95,1
USER_5767,79501.42,1
USER_5768,61885.48,0
USER_5769,36636.89,0
USER_5770,55318.77,0
USER_5771,79840.85,0
USER_5773,27102.0,0
USER_5774,93343.57,0
USER_5775,91731.74,0
USER_5776,26026.59,0
USER_5777,69512.39,1
USER_5778,16190.11,1
USER_5779,35922.5,0
USER_5780,2008.52,1
USER_5781,31478.67,0
USER_5782,83188.38,1
USER_5783,26001.46,1
USER_5784,74922.62,0
USER_5785,84024.56,0
USER_5786,60333.19,1
USER_5787,577.05,1
USER_5788,40008.06,0
USER_5789,79284.58,0
USER_5790,7451.52,1
USER_5791,83831.37,0
USER_5792,87732.45,0
USER_5793,6349.91,0
USER_5794,78285.22,0
USER_5795,76465.58,0
USER_5796,75986.38,0
USER_5797,66115.39,0
USER_5798,26964.09,1
USER_5799,28357.43,0
USER_5800,81716.13,1
USER_5801,23605.11,1
USER_5802,60173.53,1
USER_5803,48084.05,0
USER_5804,24227.17,0
USER_5805,19830.46,0
USER_5806,49978.71,1
USER_5807,69790.44,0
USER_5808,76577.71,1
USER_5809,6167.33,0
USER_5810,94684.39,0
USER_5811,12941.8,0
USER_5812,71423.29,1
USER_5813,39391.84,1
USER_5814,37773.82,1
USER_5815,3661.14,1
USER_5816,66793.33,1
USER_5817,19247.95,0
USER_5818,3648.12,0
USER_5819,74726.81,0
USER_5820,41344.95,0
USER_5821,34727.54,1
USER_5822,59047.4,0
USER_5823,1933.42,0
USER_5824,80047.69,0
USER_5825,96076.93,0
USER_5826,19878.47,0
USER_5827,33351.56,0
USER_5828,18839.01,0
USER_5829,40349.11,0
USER_5830,93860.81,0
USER_5831,96634.74,1
USER_5832,13023.69,0
USER_5833,66532.11,0
USER_5834,49097.26,1
USER_5835,8222.71,1
USER_5836,73845.19,0
USER_5837,62157.17,1
USER_5838,86531.96,1
USER_5839,21695.44,1
USER_5840,49064.13,0
USER_5841,41315.18,0
USER_5842,78349.04,0
USER_5843,36956.91,0
USER_5844,73453.77,1
USER_5845,27327.4,0
USER_5846,71723.41,1
USER_5847,80044.31,0
USER_5848,64774.78,0
USER_5849,66517.68,1
USER_5850,26283.21,0
USER_5851,89789.56,0
USER_5852,6465.69,1
USER_5853,15466.0,1
USER_5854,18811.12,0
USER_5855,82768.57,0
USER_5856,11395.81,1
USER_5857,71392.13,1
USER_5858,93007.2,1
USER_5859,76610.15,1
USER_5860,66501.95,1
USER_5861,93888.71,1
USER_5862,35723.49,1
USER_5863,86213.87,0
USER_5864,58874.73,0
USER_5865,54091.6,1
USER_5866,88184.53,0
USER_5867,4293.06,1
USER_5868,78617.82,0
USER_5869,63171.62,0
USER_5870,40047.98,0
USER_5871,86356.61,0
USER_5872,65211.63,1
USER_5873,18241.95,0
USER_5874,81619.74,1
USER_5875,38733.4,1
USER_5876,91209.51,0
USER_5877,60061.62,0
USER_5878,2368.03,0
USER_5879,9649.71,0
USER_5880,22587.73,0
USER_5881,95104.28,0
USER_5882,32620.03,1
USER_5883,98477.71,0
USER_5885,10884.22,0
USER_5886,38911.04,0
USER_5887,71159.33,1
USER_5888,48414.52,0
USER_5889,54098.83,0
USER_5890,52089.39,0
USER_5891,81733.48,0
USER_5892,6778.39,1
USER_5893,27786.68,1
USER_5894,8739.73,0
USER_5895,9137.18,0
USER_5896,99016.66,0
USER_5897,97989.15,0
USER_5898,36071.17,0
USER_5899,95452.6,1
USER_5900,39286.63,0
USER_5901,33065.25,0
USER_5902,83408.36,1
USER_5903,96084.02,0
USER_5904,5460.3,1
USER_5905,68647.43,1
USER_5906,34526.67,1
USER_5907,1358.75,1
USER_5908,54728.65,1
USER_5909,61592.68,0
USER_5910,9311.51,0
USER_5911,2244.72,1
USER_5912,1134.43,0
USER_5913,34896.95,0
USER_5914,81513.42,0
USER_5915,60712.02,0
USER_5916,50446.17,0
USER_5917,89545.66,1
USER_5918,88956.33,1
USER_5919,66512.08,1
USER_5920,41612.42,0
USER_5921,61998.35,0
USER_5922,47174.09,1
USER_5923,7268.93,1
USER_5924,28692.56,1
USER_5925,17656.16,1
USER_5926,24924.76,0
USER_5927,43133.0,1
USER_5928,21372.52,1
USER_5929,15122.15,0
USER_5930,99244.64,0
USER_5931,89224.24,1
USER_5932,42448.67,0
USER_5933,74878.49,0
USER_5934,17597.08,1
USER_5935,70150.75,1
USER_5936,97744.77,1
USER_5937,93869.81,0
USER_5938,15251.43,0
USER_5939,85952.26,1
USER_5940,56381.43,0
USER_5941,33703.31,1
USER_5942,3146.47,0
USER_5943,82550.69,1
USER_5944,72956.39,1
USER_5945,62546.84,1
USER_5946,3938.23,1
USER_5947,76975.56,0
USER_5948,23300.79,1
USER_5949,31671.91,0
USER_5950,67208.35,1
USER_5951,9674.44,0
USER_5952,69801.69,0
USER_5953,34182.21,1
USER_5954,38859.28,1
USER_5955,22586.85,1
USER_5956,72787.05,0
USER_5957,36934.02,1
USER_5958,40425.17,0
USER_5959,60055.27,0
USER_5960,68739.95,1
USER_5961,26659.51,1
USER_5962,74525.01,0
USER_5963,10914.5,0
USER_5964,60430.59,1
USER_5965,14696.07,1
USER_5966,84184.97,0
USER_5967,83053.24,0
USER_5968,5043.9,1
USER_5969,39802.51,1
USER_5970,85703.96,0
USER_5971,32001.24,0
USER_5972,62159.82,0
USER_5973,32976.94,0
USER_5974,88780.32,0
USER_5975,35699.38,0
USER_5976,42762.55,1
USER_5977,34722.2,0
USER_5978,66814.77,1
USER_5979,69763.39,0
USER_5980,97676.43,0
USER_5981,11797.7,0
USER_5982,90642.05,0
USER_5983,52989.54,0
USER_5984,75495.57,0
USER_5985,40141.07,0
USER_5986,95577.77,0
USER_5987,23962.95,0
USER_5988,45130.09,0
USER_5989,71081.23,1
USER_5990,26401.49,0
USER_5991,44329.84,1
USER_5992,27155.98,0
USER_5993,82386.09,1
USER_5994,1732.89,1
USER_5995,10775.05,0
USER_5996,11565.36,1
USER_5997,15938.02,1
USER_5998,18324.13,0
USER_5999,25123.58,1
USER_6000,13974.73,0
USER_6001,54903.39,0
USER_6002,63719.36,0
USER_6003,38473.08,1
USER_6004,65180.1,1
USER_6005,68991.86,0
USER_6006,88599.09,1
USER_6007,53066.81,0
USER_6008,74448.11,1
USER_6009,96499.21,1
USER_6010,27340.66,0
USER_6011,73433.92,0
USER_6012,4773.19,0
USER_6013,14265.75,0
USER_6014,38993.63,0
USER_6015,99068.59,1
USER_6016,33269.59,1
USER_6017,67816.01,0
USER_6018,83814.83,0
USER_6019,51323.86,1
USER_6020,50601.3,1
USER_6021,18654.58,0
USER_6022,47985.17,0
USER_6023,40401.03,0
USER_6024,4632.83,1
USER_6025,33051.54,1
USER_6026,61531.0,1
USER_6027,29681.58,0
USER_6028,22860.08,0
USER_6029,66325.73,1
USER_6030,91162.67,0
USER_6031,69871.63,1
USER_6032,1882.65,0
USER_6033,55984.75,1
USER_6034,24403.2,0
USER_6035,26812.14,0
USER_6036,5698.07,1
USER_6037,14297.35,0
USER_6038,84321.38,0
USER_6039,64173.77,0
USER_6040,45148.72,1
USER_6041,80805.96,1
USER_6042,78751.11,0
USER_6043,28904.78,0
USER_6044,67962.18,1
USER_6045,34964.74,0
USER_6046,67724.86,0
USER_6047,39493.6,0
USER_6048,69334.14,1
USER_6049,13505.26,1
USER_6050,53551.43,0
USER_6051,60336.9,1
USER_6052,57375.83,0
USER_6053,20870.99,1
USER_6054,89361.42,0
USER_6055,75297.85,1
USER_6056,38775.69,1
USER_6057,50071.05,1
USER_6058,66313.79,1
USER_6059,84041.03,1
USER_6060,85398.48,1
USER_6061,47590.85,1
USER_6062,70164.65,1
USER_6063,18571.63,0
USER_6064,44678.53,0
USER_6065,87960.0,0
USER_6066,22319.84,0
USER_6067,31574.58,0
USER_6068,16493.44,1
USER_6069,34626.18,0
USER_6070,12174.94,0
USER_6071,26288.39,0
USER_6072,52111.95,1
USER_6073,40433.1,0
USER_6074,77214.67,0
USER_6075,87723.19,0
USER_6076,3497.97,0
USER_6077,6160.27,1
USER_6078,57503.06,0
USER_6079,6154.71,0
USER_6080,60593.66,0
USER_6081,98802.35,0
USER_6082,80704.41,1
USER_6083,18134.63,1
USER_6084,86370.77,0
USER_6085,57852.51,1
USER_6086,23403.3,0
USER_6087,98668.48,0
USER_6088,91469.87,1
USER_6089,2989.49,0
USER_6090,45206.97,0
USER_6091,70833.01,1
USER_6092,38324.01,0
USER_6093,78284.88,0
USER_6094,70591.92,0
USER_6095,15576.15,1
USER_6096,95711.25,0
USER_6097,42652.63,1
USER_6098,91618.65,0
USER_6099,78272.11,0
USER_6100,12154.47,0
USER_6101,74923.2,0
USER_6102,1266.43,0
USER_6103,33256.33,1
USER_6104,55308.92,1
USER_6105,36354.51,1
USER_6106,46189.69,0
USER_6107,57903.25,0
USER_6108,55152.72,1
USER_6109,5498.69,0
USER_6110,46067.59,1
USER_6111,5672.32,1
USER_6112,55697.92,0
USER_6113,65231.56,0
USER_6114,58932.13,1
USER_6115,79093.32,0
USER_6116,50058.2,0
USER_6117,97797.68,0
USER_6118,78994.59,0
USER_6119,75012.39,0
USER_6120,77426.86,0
USER_6121,59867.95,0
USER_6122,48141.99,0
USER_6123,63264.03,1
USER_6124,48903.53,1
USER_6125,26438.57,0
USER_6126,67927.0,0
USER_6127,73646.7,1
USER_6128,23070.07,0
USER_6129,76072.15,0
USER_6130,86025.81,0
USER_6131,62849.31,0
USER_6132,86781.32,1
USER_6133,68064.36,0
USER_6134,2527.11,1
USER_6135,16095.37,0
USER_6136,89620.85,1
USER_6137,76260.74,1
USER_6138,38997.6,0
USER_6139,3752.89,1
USER_6140,52302.39,1
USER_6141,25036.76,0
USER_6142,72915.09,0
USER_6143,24058.38,0
USER_6144,37753.59,0
USER_6145,3403.68,0
USER_6146,62837.85,1
USER_6147,92320.24,0
USER_6148,6698.68,0
USER_6149,77655.77,1
USER_6150,24113.93,1
USER_6151,12211.36,0
USER_6152,93043.72,0
USER_6153,1086.91,1
USER_6154,81657.01,1
USER_6155,45936.7,1
USER_6156,51140.72,1
USER_6157,13591.06,0
USER_6158,96557.22,0
USER_6159,20775.9,0
USER_6160,59304.39,0
USER_6161,69387.57,0
USER_6162,97105.75,1
USER_6163,17408.33,0
USER_6164,22108.23,0
USER_6165,97410.34,0
USER_6166,87598.26,1
USER_6167,12040.68,1
USER_6168,71900.21,0
USER_6169,22468.05,0
USER_6170,80234.74,1
USER_6171,33552.97,1
USER_6172,24355.46,0
USER_6173,38726.4,0
USER_6174,95956.36,0
USER_6175,86973.51,1
USER_6176,97858.25,0
USER_6177,49044.95,1
USER_6178,74741.76,0
USER_6179,61854.06,0
USER_6180,50040.29,0
USER_6181,73141.17,0
USER_6182,68121.45,1
USER_6183,5707.07,1
USER_6184,593.95,0
USER_6185,23396.71,1
USER_6186,11420.64,0
USER_6187,28545.81,0
USER_6188,64770.69,0
USER_6189,10477.24,0
USER_6190,98799.89,1
USER_6191,59985.06,1
USER_6192,79795.42,0
USER_6193,37068.7,1
USER_6194,43893.75,0
USER_6195,96969.97,0
USER_6196,92216.5,1
USER_6197,40406.49,0
USER_6198,29794.07,0
USER_6199,35145.17,0
USER_6200,27081.62,1
USER_6201,77363.35,0
USER_6202,57470.18,1
USER_6203,34128.51,0
USER_6204,50852.83,0
USER_6205,9697.66,0
USER_6206,22793.76,0
USER_6207,56929.77,1
USER_6208,94320.1,1
USER_6209,77174.7,0
USER_6210,55409.49,1
USER_6211,3392.27,0
USER_6212,34200.02,0
USER_6213,75033.14,0
USER_6214,74862.48,1
USER_6215,7103.86,0
USER_6216,1788.83,0
USER_6217,87973.94,1
USER_6218,9894.36,0
USER_6219,97358.36,1
USER_6220,42996.01,1
USER_6221,42796.85,1
USER_6222,76967.71,0
USER_6223,72203.36,0
USER_6224,92716.12,1
USER_6225,53634.75,1
USER_6226,91753.0,0
USER_6227,84767.31,0
USER_6228,86658.26,1
USER_6229,55549.13,1
USER_6230,55550.29,0
USER_6231,76139.78,1
USER_6232,92170.35,1
USER_6233,91305.52,0
USER_6234,23019.22,1
USER_6235,45933.58,0
USER_6236,50647.65,1
USER_6237,88413.95,1
USER_6238,70007.73,1
USER_6239,5330.31,1
USER_6240,46629.84,0
USER_6241,650.05,1
USER_6242,62201.18,1
USER_6243,53640.0,1
USER_6244,64447.58,0
USER_6245,8817.65,1
USER_6246,20995.7,0
USER_6247,30271.11,0
USER_6248,71443.29,0
USER_6249,84441.1,0
USER_6250,75412.48,1
USER_6251,32150.86,0
USER_6252,75343.07,0
USER_6253,1191.62,0
USER_6254,10842.82,1
USER_6255,46222.41,1
USER_6256,68965.03,1
USER_6257,17095.94,0
USER_6258,24045.49,1
USER_6259,75830.17,0
USER_6260,78488.78,0
USER_6261,32675.75,0
USER_6262,47576.51,1
USER_6263,71810.24,0
USER_6264,1045.49,0
USER_6265,44062.23,0
USER_6266,83769.36,1
USER_6267,84578.0,0
USER_6268,85155.44,0
USER_6269,92885.14,1
USER_6270,85066.44,1
USER_6271,69937.73,0
USER_6272,21016.85,1
USER_6273,62102.92,0
USER_6274,29193.99,0
USER_6275,49271.41,1
USER_6276,85726.55,1
USER_6277,13537.77,1
USER_6278,59246.37,0
USER_6279,68489.17,1
USER_6280,58554.08,0
USER_6281,18390.27,0
USER_6282,97098.25,0
USER_6283,38154.26,0
USER_6284,62304.11,0
USER_6285,68006.19,1
USER_6286,42937.43,1
USER_6287,16655.15,1
USER_6288,887.03,1
USER_6289,24856.88,0
USER_6290,99835.08,0
USER_6291,36855.57,0
USER_6292,68954.6,1
USER_6293,7572.3,1
USER_6294,48243.47,0
USER_6295,76039.43,1
USER_6296,59470.93,1
USER_6297,33990.63,0
USER_6298,22623.37,1
USER_6299,4446.39,1
USER_6300,12365.46,0
USER_6301,4753.49,1
USER_6302,11937.73,0
USER_6303,28235.25,1
USER_6304,60080.78,0
USER_6305,66042.52,1
USER_6306,19502.93,0
USER_6307,59885.87,0
USER_6308,43122.44,0
USER_6309,40448.78,0
USER_6310,94498.45,0
USER_6311,37519.73,1
USER_6312,36456.08,0
USER_6313,59438.15,0
USER_6314,76829.96,1
USER_6315,68200.57,0
USER_6316,83598.12,0
USER_6317,87413.51,0
USER_6318,36839.15,1
USER_6319,17252.35,1
USER_6320,69674.59,0
USER_6321,60119.49,1
USER_6322,59967.85,0
USER_6323,25484.06,0
USER_6324,57514.66,0
USER_6325,17881.24,0
USER_6326,23422.77,0
USER_6327,66437.26,1
USER_6328,84868.87,1
USER_6329,82085.64,1
USER_6330,31518.98,1
USER_6331,40954.5,0
USER_6332,78400.86,0
USER_6333,54023.61,0
USER_6334,68087.13,1
USER_6335,63652.61,0
USER_6336,50295.76,0
USER_6337,55531.66,1
USER_6338,3636.59,1
USER_6339,21213.01,1
USER_6340,58501.76,0
USER_6341,94275.43,0
USER_6342,84109.91,0
USER_6343,5395.71,1
USER_6344,60011.56,1
USER_6345,54414.1,0
USER_6346,1200.11,0
USER_6347,49960.79,1
USER_6348,80750.61,0
USER_6349,35014.86,0
USER_6350,26800.53,1
USER_6351,96436.7,0
USER_6352,32028.95,0
USER_6353,7687.18,0
USER_6354,13451.09,0
USER_6355,97027.01,0
USER_6356,91908.29,1
USER_6357,24894.13,1
USER_6358,80052.01,1
USER_6359,97097.5,0
USER_6360,35942.9,0
USER_6361,44316.36,0
USER_6362,30035.34,0
USER_6363,6196.13,0
USER_6364,75411.66,1
USER_6365,36988.06,0
USER_6366,63632.04,1
USER_6367,75599.25,1
USER_6368,81493.44,1
USER_6369,36496.04,0
USER_6370,92059.64,0
USER_6371,58769.15,0
USER_6372,88749.66,1
USER_6373,54662.07,1
USER_6374,74640.17,0
USER_6375,4432.83,1
USER_6376,33956.0,0
USER_6377,44093.12,0
USER_6378,81670.22,1
USER_6379,78106.71,0
USER_6380,47237.22,0
USER_6381,46853.37,0
USER_6382,53521.73,0
USER_6383,27592.69,0
USER_6384,27274.11,0
USER_6385,29506.21,0
USER_6386,90850.03,0
USER_6387,89421.55,0
USER_6388,35046.67,0
USER_6389,46471.25,0
USER_6390,13028.79,1
USER_6391,51648.38,0
USER_6392,81632.66,0
USER_6393,86093.64,0
USER_6394,37556.62,0
USER_6395,78656.77,1
USER_6396,48928.07,1
USER_6397,43366.22,1
USER_6398,71465.92,1
USER_6399,22945.92,0
USER_6400,91583.49,1
USER_6401,52746.3,0
USER_6402,15242.08,1
USER_6403,33197.79,1
USER_6404,53790.85,0
USER_6405,5487.05,0
USER_6406,95891.08,0
USER_6407,60025.26,0
USER_6408,41639.9,1
USER_6409,11282.15,1
USER_6410,7450.64,0
USER_6411,25376.34,1
USER_6412,75323.15,1
USER_6413,42409.34,1
USER_6414,25734.23,0
USER_6415,82306.8,0
USER_6416,54055.24,1
USER_6417,73901.15,1
USER_6418,35466.53,1
USER_6419,92326.34,1
USER_6420,7478.03,1
USER_6421,86921.07,0
USER_6422,19356.04,1
USER_6423,32621.55,0
USER_6424,80333.13,0
USER_6425,59461.62,0
USER_6426,59425.65,0
USER_6427,30999.03,1
USER_6428,988.82,1
USER_6429,67042.07,1
USER_6430,94428.32,1
USER_6431,15711.95,1
USER_6432,63322.36,1
USER_6433,57532.5,1
USER_6434,7207.27,1
USER_6435,40605.49,1
USER_6436,86466.72,0
USER_6437,89671.88,0
USER_6438,70739.33,0
USER_6439,12895.08,0
USER_6440,76630.6,0
USER_6441,58515.69,0
USER_6442,88733.23,0
USER_6443,24345.63,1
USER_6444,83046.85,1
USER_6445,81174.24,1
USER_6446,68412.86,0
USER_6447,74980.17,1
USER_6448,65701.35,1
USER_6449,93668.24,0
USER_6450,39026.74,0
USER_6451,16714.23,0
USER_6452,66838.11,1
USER_6453,81189.25,0
USER_6454,46993.64,0
USER_6455,14077.4,1
USER_6456,93668.65,0
USER_6457,12767.74,1
USER_6458,94983.43,1
USER_6459,72602.89,0
USER_6460,85306.45,1
USER_6461,16972.99,1
